text,label,label_id
eth_2_rx_n,芯片,7
gnd/电源地,接地,2
390mh,电感,4
1.5mh,电感,4
68nf,电容,3
56μh,电感,4
gpioa8_dac,芯片,7
c_ceramic_spi_0_1uf,电容,3
0.5a 300v,二极管,0
debug_tx,芯片,7
d13,二极管,0
rs485_a_ind,芯片,7
r_gnd_div_47k,电阻,6
5.6mh,电感,4
adc_2_in1,芯片,7
qspi_io3,芯片,7
l_filter_can_82uh,电感,4
rv58 260v,压敏电阻,1
c59,电容,3
u56 cc1352p,芯片,7
usb_otg_dp,芯片,7
d2+gnd,二极管,0
l7,电感,4
l55,电感,4
gnd53,接地,2
comp_2_out,芯片,7
comp_hysteresis,芯片,7
gnd_profinet,接地,2
dac1,芯片,7
uart_tx_1,芯片,7
r_gnd_div_270k,电阻,6
int_4,芯片,7
most_data-,芯片,7
boot_sel,芯片,7
100nf,电容,3
c28 47pf,电容,3
r46 8.2kω,电阻,6
4n7f,电容,3
gnd17,接地,2
spi_holdb,芯片,7
profibus_dp_data-,芯片,7
hdmi2_0_tx_data2_n,芯片,7
rv5,压敏电阻,1
rv60 330v,压敏电阻,1
bt_5_0_term,电阻,6
c_decouple_ic_22uf,电容,3
510v,压敏电阻,1
vcc_sd,芯片,7
ram_addr0,芯片,7
m49,电机,5
cs2_b,芯片,7
bt_5_0_clk,芯片,7
330v/2ka,压敏电阻,1
r_vcc_div_10k,电阻,6
sgnd,接地,2
33mh,电感,4
r_pullup_can_4_7k,电阻,6
l9,电感,4
170v,压敏电阻,1
uart_rx_1,芯片,7
m22 1.5a,电机,5
gnd11,接地,2
rv12 270v,压敏电阻,1
adc_in0_diff,芯片,7
en_sensor,芯片,7
rs232_rts,芯片,7
kwp2000_term,电阻,6
u20 stm32g071,芯片,7
r2 470ω,电阻,6
6.8mh,电感,4
vcc_2.5v,芯片,7
i2s_mclk,芯片,7
wake_on_usb,芯片,7
r_load_sensor_330r,电阻,6
l8 10μh,电感,4
r_gnd_div_82k,电阻,6
m2 12v 0.5a,电机,5
modbus_tcp_clk,芯片,7
can_3_l,芯片,7
33kω,电阻,6
motor_speed_fb,电机,5
c2 22μf,电容,3
gnd_zigbee,接地,2
m18 48v 1.5a,电机,5
temp_sensor_power,芯片,7
hdmi2_0_tx_clk,芯片,7
d_clamp_rs485_5v,二极管,0
debug_rx,芯片,7
adc_ref,芯片,7
10mh/1a,电感,4
r8 100ω,电阻,6
can_h_!5,芯片,7
m1(12v)+rv1(22v),电机,5
lin_slave_reset,芯片,7
sdio_d1,芯片,7
swd_gnd,芯片,7
dac_ref_n,芯片,7
pwm_out2,芯片,7
mipi_dsi_term,电阻,6
power_save,芯片,7
125v,压敏电阻,1
d_esd_mipi,二极管,0
adc_vrefn,芯片,7
d60,二极管,0
u14 stm32h743,芯片,7
spi_so_slave,芯片,7
5v,电机,5
450v,压敏电阻,1
c21,电容,3
rv44 24v,压敏电阻,1
i2c_2_sda,芯片,7
uart_tx_port1,芯片,7
dac_2_out1,芯片,7
usart_cs,芯片,7
c_electrolytic_9v_470uf,电容,3
r_term_lin_1k,电阻,6
rtc_data,芯片,7
100kω,电阻,6
jtag_etr,芯片,7
i2c_scl_master,芯片,7
can_high_clk,芯片,7
sdio_4bit_d1,芯片,7
r19,电阻,6
c14 82nf,电容,3
iso9141_err,芯片,7
nfc_term,电阻,6
comp_2_inn,芯片,7
i2c_scl_slew,芯片,7
spi_1_miso,芯片,7
l45,电感,4
jtag_tck_debug,芯片,7
sdio_8bit_err,芯片,7
zigbee_rx,芯片,7
u2 stm32f407,芯片,7
rv8 120v,压敏电阻,1
spi_csb_slave,芯片,7
d35,二极管,0
rv17,压敏电阻,1
opamp_inn1,芯片,7
rv51,压敏电阻,1
eth_rx,芯片,7
r_term_can_120r,电阻,6
gpioc5_pwm,芯片,7
capture_in0,芯片,7
can_3_h,芯片,7
lin_master_power,芯片,7
rs485_de_ind,芯片,7
43mh,电感,4
l51,电感,4
l19,电感,4
ethernetip_tx_p,芯片,7
wifi_5g_wake,芯片,7
motor_driver_in0,芯片,7
vddd_digital,芯片,7
rs232_cts_ind,芯片,7
rv63,压敏电阻,1
mipi_csi_err,芯片,7
d26,二极管,0
tvs_rs485_12v,压敏电阻,1
thermal_sense_mcu,芯片,7
r_gnd_div_100k,电阻,6
can_high_speed,芯片,7
flash_cs_b,芯片,7
gnd_lin,接地,2
spi_2_cs,芯片,7
l6 220μh,电感,4
gpiob1_output,芯片,7
sd_cd,芯片,7
rv14 390v,压敏电阻,1
m14 16v 0.55a,电机,5
opamp_2_out,芯片,7
i2c_sda_master,芯片,7
addr,芯片,7
l41,电感,4
capture_in1,芯片,7
vss_bt_gnd,芯片,7
10v,压敏电阻,1
vss_sd_gnd,芯片,7
l_filter_lin_22uh,电感,4
gnd16 dgnd,接地,2
l_power_buzzer_82uh,电感,4
gnd27,接地,2
esp32-wroom-32,芯片,7
sdio_clk,芯片,7
l_power_sensor_56uh,电感,4
standby_mode_ctrl,芯片,7
0.5a 700v,二极管,0
swd_power,芯片,7
gpiod9_spi,芯片,7
lin_slave_power,芯片,7
gnd_bt,接地,2
obd2_reserved_1,芯片,7
flash_di,芯片,7
10μf,电容,3
1.2mω,电阻,6
sdio_8bit_wake,芯片,7
lcd_cs,芯片,7
jtag_tms,芯片,7
ethernetip_rx_n,芯片,7
timer_1_clk,芯片,7
vcc_aux,芯片,7
c_filter_ethernetip_10nf,电容,3
rv10 180v,压敏电阻,1
lin_master_data,芯片,7
u60 pic32mx795f512l,芯片,7
jtag_tck_1,芯片,7
1a 900v,二极管,0
rs422_rx+,芯片,7
c4-u2,电容,3
d9,二极管,0
d_esd_i2s,二极管,0
comp_1_out,芯片,7
jtag_tdo,芯片,7
m28 0.9a,电机,5
c_filter_sdio_10nf,电容,3
gnd9,接地,2
33nf,电容,3
pwm_1_out1,芯片,7
2a 300v,二极管,0
pgnd,接地,2
jtag_tms_test,芯片,7
usb_otg_vbus,芯片,7
rs485_b,芯片,7
13mh,电感,4
i2s_24bit_sdata_out,芯片,7
r49,电阻,6
l_filter_modbus_10uh,电感,4
gnd,接地,2
obd2_sae_j1850_vpw,芯片,7
comp_out1,芯片,7
gnd60 agnd,接地,2
rv36 620v,压敏电阻,1
gnd2 dgnd,接地,2
hdmi_tx,芯片,7
m39,电机,5
u3-atmega328p,芯片,7
swd_io_1,芯片,7
adc_in6,芯片,7
timer_ch1,芯片,7
u62 stm32f042,芯片,7
mipi_dsi_data0+,芯片,7
hart_vcc,芯片,7
r3-l2,电阻,6
timer_ch3,芯片,7
0.3a 700v,二极管,0
usb_d-,芯片,7
d5,二极管,0
39kω,电阻,6
d6 1a 600v,二极管,0
m33,电机,5
jtag_emu0,芯片,7
1nf,电容,3
r_load_led_330r,电阻,6
debug_clk_2,芯片,7
u4/d4,芯片,7
eth_rx_n,芯片,7
c22 3μ3f,电容,3
vss_usb_device_gnd,芯片,7
vref_out,芯片,7
gnd1,接地,2
r3-1kω,电阻,6
l3-47μh,电感,4
l4_1mh,电感,4
bt_5_0_data,芯片,7
sdio_8bit_term,电阻,6
vbat_backup,芯片,7
i2c_sda$2,芯片,7
c_decouple_lin_10uf,电容,3
vbus_usb,芯片,7
hdmi2_0_term,电阻,6
c40 15nf,电容,3
jtag_tck(10),芯片,7
m12 7.2v 0.35a,电机,5
modbus_rtu_tx,芯片,7
c_ceramic_device_net_10nf,电容,3
r_pulldown_can_4_7k,电阻,6
dac_1_out0,芯片,7
d24,二极管,0
jtag_tdi_test,芯片,7
15v,压敏电阻,1
rv45,压敏电阻,1
r62 430ω,电阻,6
spi_1_mosi,芯片,7
jtag_tms,芯片,7
c8 10nf,电容,3
stm32f103,芯片,7
gnd46 agnd,接地,2
can_h_5v,芯片,7
c1$10μf,电容,3
usb_id,芯片,7
debug_clk,芯片,7
c4 1μf,电容,3
buzzer_driver,芯片,7
rv9,压敏电阻,1
usb3_rx2+,芯片,7
l15 330μh,电感,4
22pf,电容,3
r_load_relay_330r,电阻,6
nfc_rx,芯片,7
c_filter_nfc_1nf,电容,3
l53,电感,4
l_power_mipi_33uh,电感,4
l_filter_hdmi_33uh,电感,4
adc_diff_inp0,芯片,7
rs232_power,芯片,7
c50 120nf,电容,3
usb3_rx2-,芯片,7
c_electrolytic_usb_220uf,电容,3
qspi_io2,芯片,7
gnd5,接地,2
78v,压敏电阻,1
ram_addr1,芯片,7
pwm_clk,芯片,7
c53,电容,3
eth_clk,芯片,7
most_err,芯片,7
uart_tx_2,芯片,7
r51,电阻,6
u32 stm32wb55,芯片,7
jtag_tdo_test,芯片,7
2a 800v,二极管,0
vdd_usb_device,芯片,7
sda,芯片,7
lcd_d4_data,芯片,7
stm32f107,芯片,7
ascii_reset,芯片,7
r_pullup_can_22k,电阻,6
error,芯片,7
0.5a 100v,二极管,0
u24 pic24fj64ga002,芯片,7
rv52 105v,压敏电阻,1
pwm_1_out0,芯片,7
rtc_clk_out,芯片,7
10m5ω,电阻,6
12kω,电阻,6
26v,电机,5
vcc_periph,芯片,7
160ω,电阻,6
pgnd(功率地),接地,2
nfc_wake,芯片,7
config1,芯片,7
irq_2,芯片,7
d_esd_bt,二极管,0
l_power_relay_68uh,电感,4
eth_1_rx_n,芯片,7
150v,压敏电阻,1
relay_ctrl,芯片,7
c2(22μf)+l1(10mh),电容,3
eeprom_cs_b,芯片,7
2a 400v/sma,二极管,0
rv54 140v,压敏电阻,1
2a 500v,二极管,0
5v 0.2a,电机,5
c_ceramic_wifi_10nf,电容,3
jtag_trst,芯片,7
1a 400v,二极管,0
wake_on_gpio_a0,芯片,7
usb_d+,芯片,7
lcd_dc,芯片,7
vdd_1.2v,芯片,7
motor_stall_det,电机,5
l31,电感,4
wifi_2_4g_tx,芯片,7
m21,电机,5
rv15,压敏电阻,1
gnd_modbus,接地,2
1.2a,电机,5
3n3f,电容,3
sdio_8bit_d1,芯片,7
l49,电感,4
mipi_dsi_wake,芯片,7
c29,电容,3
lin_master_err,芯片,7
u27,芯片,7
330v,压敏电阻,1
gnd18 sgnd,接地,2
sdio_4bit_cmd,芯片,7
l_power_i2s_22uh,电感,4
sd_data3,芯片,7
rv39,压敏电阻,1
hdmi2_0_wake,芯片,7
2a 400v,二极管,0
gpiob6_adc,芯片,7
can_l_2,芯片,7
jtag_tck_open,芯片,7
r29,电阻,6
gnd57,接地,2
c6 220nf,电容,3
c_decouple_led_47uf,电容,3
sensor_trig,芯片,7
10mh,电感,4
l_filter_uart_27uh,电感,4
c_electrolytic_12v_220uf,电容,3
i2s_sdata_out,芯片,7
opamp_inn0,芯片,7
rv7,压敏电阻,1
l44,电感,4
gpioe1_output,芯片,7
r_current_limit_1k,电阻,6
status,芯片,7
current_sense_motor,芯片,7
c_decouple_sensor_22uf,电容,3
d55,二极管,0
c25,电容,3
nrf9160,芯片,7
gpioa1_output,芯片,7
r_pulldown_spi_10k,电阻,6
u22 esp32-s3,芯片,7
i2c_1_scl,芯片,7
0.3a 800v,二极管,0
r_term_hart_250r,电阻,6
devicenet_can_h,芯片,7
6.8μh,电感,4
r16 22kω,电阻,6
c35,电容,3
vssa_pll_gnd,芯片,7
select1,芯片,7
180ω,电阻,6
rv42 1500v,压敏电阻,1
adc_in0+adc_in1,芯片,7
vdd_lora,芯片,7
i2s_24bit_mclk,芯片,7
dac_out2,芯片,7
d1@0.5a 200v,二极管,0
hdmi_rx_data1,芯片,7
c_filter_spi_100nf,电容,3
nfc_err,芯片,7
obd2_can_h,芯片,7
m52 25v,电机,5
10pf/16v,电容,3
motor_in1_pwm,电机,5
c_filter_hdmi2_0_1nf,电容,3
r_current_limit_9k1,电阻,6
u25,芯片,7
vss_gps_gnd,芯片,7
hart_power,芯片,7
c41,电容,3
m35,电机,5
ethernetip_err,芯片,7
lpc1850,芯片,7
gnd_hart,接地,2
d44,二极管,0
28v 0.9a,电机,5
c_decouple_profibus_10uf,电容,3
c54 390nf,电容,3
vcc_wifi,芯片,7
r23,电阻,6
39mh,电感,4
2a 1000v,二极管,0
rv38 870v,压敏电阻,1
wake_in,芯片,7
spi_1_cs,芯片,7
cle,芯片,7
l_filter_vcc_10uh,电感,4
boot_mode0,芯片,7
arduino uno r3,芯片,7
reset_n+wake_up,芯片,7
en_wifi,芯片,7
c_electrolytic_24v_1000uf,电容,3
u1&stm32f103,芯片,7
modbus_tcp_power,芯片,7
rtc_clk_in,芯片,7
cs3_b,芯片,7
lin_wake,芯片,7
can_low_data,芯片,7
wake_on_uart_1,芯片,7
gnd58 pgnd,接地,2
swd_io_test,芯片,7
gnd2 dgnd,接地,2
lin_slave_wake,芯片,7
r1+c1,电阻,6
d4 3a 800v,二极管,0
rv49,压敏电阻,1
vin_input_9v,芯片,7
r_vcc_div_47k,电阻,6
gnd10(agnd),接地,2
r55,电阻,6
gnd10 agnd,接地,2
vcc_3.3v_regulated,芯片,7
lin_wake,芯片,7
spi_2_miso,芯片,7
rv28 130v,压敏电阻,1
sdio_cmd,芯片,7
870mh,电感,4
gpiob0_input,芯片,7
c44 39nf,电容,3
en_cam,芯片,7
sae_j2284_can_l,芯片,7
gps_tx,芯片,7
usb3_err,芯片,7
rv3,压敏电阻,1
uart_tx_3,芯片,7
vssa_analog_gnd,芯片,7
hdmi2_0_tx_clk_n,芯片,7
opamp_gain1,芯片,7
24mh,电感,4
40v,电机,5
d_led_driver_red,二极管,0
ram_addr1,芯片,7
stm32f103,芯片,7
d33,二极管,0
c26 10pf,电容,3
dgnd,接地,2
uart_rx_2,芯片,7
irq_4,芯片,7
reset_n,芯片,7
rv27,压敏电阻,1
swd_clk,芯片,7
u31,芯片,7
pgnd,接地,2
flash_do,芯片,7
usb_dm,芯片,7
sdio_4bit_d3,芯片,7
opamp_out1,芯片,7
uart_rts_2,芯片,7
r48 16kω,电阻,6
4μ7f,电容,3
spi_sck_slave,芯片,7
330ω,电阻,6
opamp_gain0,芯片,7
c_decouple_spi_10uf,电容,3
c_decouple_i2c_22uf,电容,3
r_load_buzzer_1k5,电阻,6
0.5a 400v,二极管,0
c_decouple_relay_10uf,电容,3
gpioa0_function1,芯片,7
r32 10ω,电阻,6
comp_thresh,芯片,7
mipi_dsi_data1-,芯片,7
c_electrolytic_12v_1000uf,电容,3
r_vcc_div_33k,电阻,6
adc_in3,芯片,7
obd2_power,芯片,7
r_vcc_div_22k,电阻,6
100pf,电容,3
zigbee_err,芯片,7
c47,电容,3
can_l,芯片,7
sd_d0,芯片,7
gnd,接地,2
gnd,接地,2
c10(68nf),电容,3
stm32l051,芯片,7
ram_addr0,芯片,7
m1*12v,电机,5
vdd_cam,芯片,7
m10(48v 1.5a),电机,5
8μ2f,电容,3
eeprom_cs_b,芯片,7
sgnd,接地,2
lcd_d7_data,芯片,7
l1%10mh,电感,4
stm32f756,芯片,7
vdd_5v,芯片,7
1a,电机,5
select2,芯片,7
hdmi_rx_clk,芯片,7
d48,二极管,0
m43,电机,5
m24 0.3a,电机,5
c_electrolytic_3_3v_680uf,电容,3
l_power_motor_100uh,电感,4
rv1$22v,压敏电阻,1
gnd40 pgnd,接地,2
hdmi2_0_err,芯片,7
cc2652r,芯片,7
gnd26 pgnd,接地,2
spi_sclk_master1,芯片,7
c_ceramic_eth_10nf,电容,3
vdd_sd,芯片,7
pwm_in1,芯片,7
vss_sram_gnd,芯片,7
gpioa0_input,芯片,7
d_clamp_can_3_3v,二极管,0
mipi_csi_data0+,芯片,7
c_decouple_uart_10uf,电容,3
dvi,芯片,7
l33,电感,4
ram_clk,芯片,7
can_high_reset,芯片,7
r_current_limit_4k7,电阻,6
eth_mdio,芯片,7
c10 47nf,电容,3
adc_2_in0,芯片,7
2a 600v,二极管,0
c_decouple_can_22uf,电容,3
hart_wake,芯片,7
d_esd_wifi,二极管,0
vdd_bt,芯片,7
eth_1_tx_p,芯片,7
r_pullup_i2c_10k,电阻,6
18v,压敏电阻,1
tvs_ethernetip_8v2,压敏电阻,1
hdmi_tx_data0_n,芯片,7
c_ceramic_most_10nf,电容,3
l46,电感,4
sd_d2,芯片,7
most_term,电阻,6
7.5mh,电感,4
m2-gnd2,电机,5
lcd_en,芯片,7
c61,电容,3
u1+d1,芯片,7
iso11898_err,芯片,7
42v,电机,5
d19,二极管,0
c_ceramic_profibus_100pf,电容,3
r5/c3,电阻,6
d47,二极管,0
attiny85,芯片,7
9v,电机,5
mode1,芯片,7
gnd_uart,接地,2
2.7mh,电感,4
hdmi_tx_data1,芯片,7
opamp_out0,芯片,7
led_driver,芯片,7
can_low_power,芯片,7
gnd_rs485,接地,2
motor_in2_pwm,电机,5
vrefp_positive,芯片,7
wake_on_uart,芯片,7
c27,电容,3
rs232_tx,芯片,7
m9,电机,5
gpioa11_i2c,芯片,7
ascii_rx_port,芯片,7
u49,芯片,7
i2s_24bit_wake,芯片,7
gnd_most,接地,2
obd2_reserved_8,芯片,7
r_gnd_div_180k,电阻,6
i2c_scl_slave,芯片,7
hdmi2_0_tx_data2,芯片,7
c2+l1,电容,3
l52,电感,4
can_h+can_l,芯片,7
l18,电感,4
gpioa4_pwm,芯片,7
m3-24v,电机,5
stm32f207,芯片,7
gpioc3_exti,芯片,7
opamp_2_inn,芯片,7
opamp_inp1,芯片,7
c_filter_gnd_100nf,电容,3
iso11898_power,芯片,7
r17,电阻,6
dac_out1,芯片,7
m19,电机,5
45v,电机,5
m26 0.6a,电机,5
m32 1.4a,电机,5
i2s_lrck,芯片,7
pwm1,芯片,7
c_filter_hart_10nf,电容,3
i2s_clk,芯片,7
m4_6v 0.3a,电机,5
18mh,电感,4
gnd_digital_dig,接地,2
obd2_can_l,芯片,7
u5/esp32,芯片,7
u46 stm32f427,芯片,7
motor_pwm,芯片,7
rv43,压敏电阻,1
r_term_hdmi_50r,电阻,6
jtag_rtck,芯片,7
lcd_d5,芯片,7
i2s_24bit_lrck,芯片,7
dac_vref,芯片,7
2.2mh,电感,4
15v 0.6a,电机,5
d8 3a 600v,二极管,0
bt_tx,芯片,7
comp_inn0,芯片,7
4.7kω,电阻,6
adc_clk,芯片,7
u3-rv2,芯片,7
23v,电机,5
360v,压敏电阻,1
l43,电感,4
36v 1.2a,电机,5
dac_diff_out1p,芯片,7
adc_bypass,芯片,7
c_electrolytic_18v_680uf,电容,3
eth_mdc,芯片,7
d_rectifier_12v,二极管,0
8.2mh,电感,4
usb_dp_otg,芯片,7
en_lcd,芯片,7
r39,电阻,6
jtag_srst_b,芯片,7
atmega328p,芯片,7
r13,电阻,6
39v,压敏电阻,1
r_pullup_uart_22k,电阻,6
l62,电感,4
