text,label
ADC_IN0,芯片
ADC_IN1,芯片
ADC_IN2,芯片
ADC_IN3,芯片
ADC_IN4,芯片
ADC_IN5,芯片
ADC_IN6,芯片
ADC_IN7,芯片
ADC_IN8,芯片
ADC_IN9,芯片
ADC_REF,芯片
ADC_VREFP,芯片
ADC_VREFN,芯片
ADC_OSC,芯片
ADC_CLK,芯片
DAC_OUT0,芯片
DAC_OUT1,芯片
DAC_OUT2,芯片
DAC_OUT3,芯片
DAC_VREF,芯片
DAC_CLK,芯片
OPAMP_INP0,芯片
OPAMP_INN0,芯片
OPAMP_OUT0,芯片
OPAMP_INP1,芯片
OPAMP_INN1,芯片
OPAMP_OUT1,芯片
COMP_INP0,芯片
COMP_INN0,芯片
COMP_OUT0,芯片
COMP_INP1,芯片
COMP_INN1,芯片
COMP_OUT1,芯片
PWM_OUT0,芯片
PWM_OUT1,芯片
PWM_OUT2,芯片
PWM_OUT3,芯片
PWM_IN0,芯片
PWM_IN1,芯片
PWM_CLK,芯片
PWM_SYNC,芯片
TIMER_CLK,芯片
TIMER_CH0,芯片
TIMER_CH1,芯片
TIMER_CH2,芯片
TIMER_CH3,芯片
CAPTURE_IN0,芯片
CAPTURE_IN1,芯片
DAC_REF_P,芯片
DAC_REF_N,芯片
ADC_BYPASS,芯片
ADC_CALIB,芯片
OPAMP_GAIN0,芯片
OPAMP_GAIN1,芯片
COMP_THRESH,芯片
PWM_DEADTIME,芯片
TIMER_TRIG,芯片
TIMER_RESET,芯片
CAPTURE_OUT0,芯片
CAPTURE_OUT1,芯片
ADC_1_IN0,芯片
ADC_1_IN1,芯片
ADC_2_IN0,芯片
ADC_2_IN1,芯片
DAC_1_OUT0,芯片
DAC_1_OUT1,芯片
DAC_2_OUT0,芯片
DAC_2_OUT1,芯片
OPAMP_1_INP,芯片
OPAMP_1_INN,芯片
OPAMP_1_OUT,芯片
OPAMP_2_INP,芯片
OPAMP_2_INN,芯片
OPAMP_2_OUT,芯片
COMP_1_INP,芯片
COMP_1_INN,芯片
COMP_1_OUT,芯片
COMP_2_INP,芯片
COMP_2_INN,芯片
COMP_2_OUT,芯片
PWM_1_OUT0,芯片
PWM_1_OUT1,芯片
PWM_2_OUT0,芯片
PWM_2_OUT1,芯片
TIMER_1_CLK,芯片
TIMER_1_CH0,芯片
TIMER_2_CLK,芯片
TIMER_2_CH0,芯片
ADC_DIFF_INP0,芯片
ADC_DIFF_INN0,芯片
ADC_DIFF_INP1,芯片
ADC_DIFF_INN1,芯片
DAC_DIFF_OUT0P,芯片
DAC_DIFF_OUT0N,芯片
DAC_DIFF_OUT1P,芯片
DAC_DIFF_OUT1N,芯片
OPAMP_COMPENSATION,芯片
COMP_HYSTERESIS,芯片
# 五、JTAG/SWD与调试引脚（50条）
JTAG_TCK,芯片
JTAG_TMS,芯片
JTAG_TDI,芯片
JTAG_TDO,芯片
JTAG_TRST_B,芯片
JTAG_RTCK,芯片
SWD_CLK,芯片
SWD_IO,芯片
SWD_RESET,芯片
SWD_POWER,芯片
DEBUG_TX,芯片
DEBUG_RX,芯片
DEBUG_CLK,芯片
DEBUG_DATA,芯片
JTAG_VREF,芯片
JTAG_GND,芯片
SWD_VREF,芯片
SWD_GND,芯片
JTAG_TCK_1,芯片
JTAG_TMS_1,芯片
JTAG_TDI_1,芯片
JTAG_TDO_1,芯片
JTAG_TRST_B_1,芯片
SWD_CLK_1,芯片
SWD_IO_1,芯片
DEBUG_1_TX,芯片
DEBUG_1_RX,芯片
JTAG_TCK_TEST,芯片
JTAG_TMS_TEST,芯片
JTAG_TDI_TEST,芯片
JTAG_TDO_TEST,芯片
TRST_B_TEST,芯片
SWD_CLK_TEST,芯片
SWD_IO_TEST,芯片
DEBUG_TEST_TX,芯片
DEBUG_TEST_RX,芯片
JTAG_SRST_B,芯片
JTAG_ETR,芯片
JTAG_EMU0,芯片
JTAG_EMU1,芯片
SWD_NRST,芯片
SWD_SWO,芯片
DEBUG_CLK_2,芯片
DEBUG_DATA_2,芯片
JTAG_TCK_2,芯片
JTAG_TMS_2,芯片
JTAG_TDI_2,芯片
JTAG_TDO_2,芯片
SWD_CLK_2,芯片
SWD_IO_2,芯片
# 六、特殊功能引脚（50条）
TEMP_SENSOR_IN,芯片
THERMAL_SENSE,芯片
BATTERY_DETECT,芯片
VOLTAGE_MONITOR,芯片
CURRENT_SENSE,芯片
POWER_MONITOR,芯片
WAKE_ON_LAN,芯片
WAKE_ON_USB,芯片
WAKE_ON_UART,芯片
WAKE_ON_GPIO,芯片
SLEEP_MODE,芯片
STANDBY_MODE,芯片
POWER_SAVE,芯片
RESET_REQUEST,芯片
BOOT_MODE0,芯片
BOOT_MODE1,芯片
BOOT_MODE2,芯片
BOOT_SEL,芯片
FLASH_CS_B,芯片
FLASH_CLK,芯片
FLASH_DI,芯片
FLASH_DO,芯片
RAM_CS_B,芯片
RAM_CLK,芯片
RAM_ADDR0,芯片
RAM_ADDR1,芯片
RAM_DATA0,芯片
RAM_DATA1,芯片
EEPROM_CS_B,芯片
EEPROM_SCL,芯片
EEPROM_SDA,芯片
RTC_CLK_IN,芯片
RTC_CLK_OUT,芯片
RTC_DATA,芯片
RTC_RST,芯片
LED_DRIVER,芯片
BUZZER_DRIVER,芯片
RELAY_DRIVER,芯片
MOTOR_DRIVER_IN0,芯片
MOTOR_DRIVER_IN1,芯片
MOTOR_DRIVER_PWM,芯片
SENSOR_TRIG,芯片
SENSOR_ECHO,芯片
SENSOR_DATA,芯片
SENSOR_CLK,芯片
LCD_RS,芯片
LCD_EN,芯片
LCD_D4,芯片
LCD_D5,芯片
# 七、异常格式与组合引脚（50条）
I2C_SCL#1,芯片
I2C_SDA$2,芯片
SPI_SCLK&3,芯片
UART_TX%4,芯片
CAN_H_!5,芯片
USB_DP*6,芯片
GPIOA0@7,芯片
RESET_N-8,芯片
ADC_IN0/9,芯片
JTAG_TCK(10),芯片
I2C_SCL+I2C_SDA,芯片
SPI_SCLK+MOSI+MISO,芯片
UART_TX+UART_RX,芯片
CAN_H+CAN_L,芯片
USB_DP+USB_DM,芯片
GPIOA0+GPIOA1,芯片
RESET_N+WAKE_UP,芯片
ADC_IN0+ADC_IN1,芯片
JTAG_TCK+JTAG_TMS,芯片
VCC_3.3V+GND,芯片
I2C_SCL_10k,芯片
SPI_SCLK_8MHz,芯片
UART_TX_9600,芯片
CAN_H_5V,芯片
USB_DP_3.3V,芯片
GPIOA0_PULLUP,芯片
RESET_N_PULLDOWN,芯片
ADC_IN0_12BIT,芯片
JTAG_TCK_OPEN,芯片
VCC_3.3V_FILTERED,芯片
I2C_SCL_BUS1,芯片
SPI_SCLK_MASTER1,芯片
UART_TX_PORT1,芯片
CAN_H_CHANNEL1,芯片
USB_DP_OTG,芯片
GPIOA0_FUNCTION1,芯片
RESET_N_ACTIVELOW,芯片
ADC_IN0_DIFF,芯片
JTAG_TCK_TESTPOINT,芯片
VCC_3.3V_REGULATED,芯片
I2C_SCL_SLEW,芯片
SPI_SCLK_PHASE,芯片
UART_TX_PARITY,芯片
CAN_H_TERMINATED,芯片
USB_DP_PULLUP,芯片
GPIOA0_INTERRUPT,芯片
RESET_N_WATCHDOG,芯片
ADC_IN0_AVERAGED,芯片
JTAG_TCK_DEBUG,芯片
# 一、工业通信协议相关引脚（100条）
MODBUS_RTU_TX,芯片
MODBUS_RTU_RX,芯片
MODBUS_ASCII_TX,芯片
MODBUS_ASCII_RX,芯片
PROFINET_TxD+,芯片
PROFINET_TxD-,芯片
PROFINET_RxD+,芯片
PROFINET_RxD-,芯片
EtherNetIP_TX_P,芯片
EtherNetIP_TX_N,芯片
EtherNetIP_RX_P,芯片
EtherNetIP_RX_N,芯片
CANopen_CAN_H,芯片
CANopen_CAN_L,芯片
CANopen_STB,芯片
CANopen_ERR,芯片
DeviceNet_CAN_H,芯片
DeviceNet_CAN_L,芯片
DeviceNet_VREF,芯片
Profibus_DP_DATA+,芯片
Profibus_DP_DATA-,芯片
Profibus_DP_GND,芯片
HART_TX,芯片
HART_RX,芯片
HART_VCC,芯片
4-20mA_LOOP+,电阻
4-20mA_LOOP-,电阻
4-20mA_SIGNAL_IN,芯片
4-20mA_SIGNAL_OUT,芯片
4-20mA_COM,芯片
RS485_A_IND,芯片
RS485_B_IND,芯片
RS485_RE_IND,芯片
RS485_DE_IND,芯片
RS422_TX+,芯片
RS422_TX-,芯片
RS422_RX+,芯片
RS422_RX-,芯片
RS232_TxD_IND,芯片
RS232_RxD_IND,芯片
RS232_RTS_IND,芯片
RS232_CTS_IND,芯片
ASCII_TX_PORT,芯片
ASCII_RX_PORT,芯片
ISO11898_CAN_H,芯片
ISO11898_CAN_L,芯片
ISO11519_CAN_H,芯片
ISO11519_CAN_L,芯片
MODBUS_TCP_CLK,芯片
MODBUS_TCP_DATA,芯片
PROFINET_MDC,芯片
PROFINET_MDIO,芯片
EtherNetIP_MDC,芯片
EtherNetIP_MDIO,芯片
CANopen_TERM,电阻
DeviceNet_TERM,电阻
Profibus_TERM,电阻
RS485_TERM,电阻
RS422_TERM,电阻
HART_TERM,电阻
4-20mA_TERM,电阻
MODBUS_RTU_CTS,芯片
MODBUS_RTU_RTS,芯片
MODBUS_ASCII_CTS,芯片
MODBUS_ASCII_RTS,芯片
PROFINET_ERR,芯片
EtherNetIP_ERR,芯片
CANopen_WAKE,芯片
DeviceNet_WAKE,芯片
Profibus_DP_ERR,芯片
HART_WAKE,芯片
4-20mA_WAKE,芯片
RS485_ERR,芯片
RS422_ERR,芯片
RS232_ERR,芯片
ASCII_ERR,芯片
ISO11898_ERR,芯片
MODBUS_TCP_ERR,芯片
PROFINET_WAKE,芯片
EtherNetIP_WAKE,芯片
CANopen_RESET,芯片
DeviceNet_RESET,芯片
Profibus_DP_RESET,芯片
HART_RESET,芯片
4-20mA_RESET,芯片
RS485_RESET,芯片
RS422_RESET,芯片
RS232_RESET,芯片
ASCII_RESET,芯片
ISO11898_RESET,芯片
MODBUS_TCP_RESET,芯片
PROFINET_POWER,芯片
EtherNetIP_POWER,芯片
CANopen_POWER,芯片
DeviceNet_POWER,芯片
Profibus_DP_POWER,芯片
HART_POWER,芯片
4-20mA_POWER,芯片
RS485_POWER,芯片
RS422_POWER,芯片
RS232_POWER,芯片
ASCII_POWER,芯片
ISO11898_POWER,芯片
MODBUS_TCP_POWER,芯片
# 二、汽车电子通信协议相关引脚（100条）
OBD2_CAN_H,芯片
OBD2_CAN_L,芯片
OBD2_K_LINE,芯片
OBD2_L_LINE,芯片
OBD2_SAE_J1850_PWM+,芯片
OBD2_SAE_J1850_PWM-,芯片
OBD2_SAE_J1850_VPW,芯片
OBD2_12V_POWER,芯片
OBD2_CHASSIS_GND,接地
OBD2_SIGNAL_GND,接地
ISO9141_2_K_LINE,芯片
ISO9141_2_L_LINE,芯片
ISO14230_4_KWP,芯片
ISO15765_CAN_H,芯片
ISO15765_CAN_L,芯片
SAE_J2284_CAN_H,芯片
SAE_J2284_CAN_L,芯片
KWP2000_K_LINE,芯片
KWP2000_L_LINE,芯片
LIN_MASTER_TX,芯片
LIN_MASTER_RX,芯片
LIN_SLAVE_TX,芯片
LIN_SLAVE_RX,芯片
LIN_WAKE,芯片
MOST_DATA+,芯片
MOST_DATA-,芯片
MOST_CLOCK,芯片
CAN_HIGH_SPEED,芯片
CAN_LOW_SPEED,芯片
OBD2_RESERVED_1,芯片
OBD2_RESERVED_3,芯片
OBD2_RESERVED_8,芯片
OBD2_RESERVED_9,芯片
OBD2_RESERVED_11,芯片
OBD2_RESERVED_12,芯片
OBD2_RESERVED_13,芯片
LIN_BUS_TERM,电阻
CAN_HIGH_TERM,电阻
CAN_LOW_TERM,电阻
MOST_TERM,电阻
OBD2_CAN_TERM,电阻
ISO9141_TERM,电阻
KWP2000_TERM,电阻
LIN_MASTER_WAKE,芯片
LIN_SLAVE_WAKE,芯片
MOST_WAKE,芯片
CAN_HIGH_WAKE,芯片
CAN_LOW_WAKE,芯片
OBD2_WAKE,芯片
ISO9141_WAKE,芯片
KWP2000_WAKE,芯片
LIN_MASTER_ERR,芯片
LIN_SLAVE_ERR,芯片
MOST_ERR,芯片
CAN_HIGH_ERR,芯片
CAN_LOW_ERR,芯片
OBD2_ERR,芯片
ISO9141_ERR,芯片
KWP2000_ERR,芯片
LIN_MASTER_RESET,芯片
LIN_SLAVE_RESET,芯片
MOST_RESET,芯片
CAN_HIGH_RESET,芯片
CAN_LOW_RESET,芯片
OBD2_RESET,芯片
ISO9141_RESET,芯片
KWP2000_RESET,芯片
LIN_MASTER_POWER,芯片
LIN_SLAVE_POWER,芯片
MOST_POWER,芯片
CAN_HIGH_POWER,芯片
CAN_LOW_POWER,芯片
OBD2_POWER,芯片
ISO9141_POWER,芯片
KWP2000_POWER,芯片
LIN_MASTER_CLK,芯片
LIN_SLAVE_CLK,芯片
MOST_CLK,芯片
CAN_HIGH_CLK,芯片
CAN_LOW_CLK,芯片
OBD2_CLK,芯片
ISO9141_CLK,芯片
KWP2000_CLK,芯片
LIN_MASTER_DATA,芯片
LIN_SLAVE_DATA,芯片
MOST_DATA,芯片
CAN_HIGH_DATA,芯片
CAN_LOW_DATA,芯片
OBD2_DATA,芯片
ISO9141_DATA,芯片
KWP2000_DATA,芯片
# 三、消费电子通信协议相关引脚（100条）
USB3_TX1+,芯片
USB3_TX1-,芯片
USB3_RX1+,芯片
USB3_RX1-,芯片
USB3_TX2+,芯片
USB3_TX2-,芯片
USB3_RX2+,芯片
USB3_RX2-,芯片
HDMI2_0_TX_CLK,芯片
HDMI2_0_TX_DATA0,芯片
HDMI2_0_TX_DATA1,芯片
HDMI2_0_TX_DATA2,芯片
HDMI2_0_TX_CLK_N,芯片
HDMI2_0_TX_DATA0_N,芯片
HDMI2_0_TX_DATA1_N,芯片
HDMI2_0_TX_DATA2_N,芯片
MIPI_DSI_CLK+,芯片
MIPI_DSI_CLK-,芯片
MIPI_DSI_DATA0+,芯片
MIPI_DSI_DATA0-,芯片
MIPI_DSI_DATA1+,芯片
MIPI_DSI_DATA1-,芯片
MIPI_CSI_CLK+,芯片
MIPI_CSI_CLK-,芯片
MIPI_CSI_DATA0+,芯片
MIPI_CSI_DATA0-,芯片
MIPI_CSI_DATA1+,芯片
MIPI_CSI_DATA1-,芯片
I2S_24BIT_CLK,芯片
I2S_24BIT_LRCK,芯片
I2S_24BIT_SDATA_IN,芯片
I2S_24BIT_SDATA_OUT,芯片
I2S_24BIT_MCLK,芯片
SDIO_4BIT_CLK,芯片
SDIO_4BIT_CMD,芯片
SDIO_4BIT_D0,芯片
SDIO_4BIT_D1,芯片
SDIO_4BIT_D2,芯片
SDIO_4BIT_D3,芯片
SDIO_8BIT_CLK,芯片
SDIO_8BIT_CMD,芯片
SDIO_8BIT_D0,芯片
SDIO_8BIT_D1,芯片
SDIO_8BIT_D2,芯片
SDIO_8BIT_D3,芯片
SDIO_8BIT_D4,芯片
SDIO_8BIT_D5,芯片
SDIO_8BIT_D6,芯片
SDIO_8BIT_D7,芯片
WiFi_2_4G_TX,芯片
WiFi_2_4G_RX,芯片
WiFi_2_4G_CLK,芯片
WiFi_5G_TX,芯片
WiFi_5G_RX,芯片
WiFi_5G_CLK,芯片
BT_5_0_TX,芯片
BT_5_0_RX,芯片
BT_5_0_CLK,芯片
BT_5_0_DATA,芯片
ZigBee_TX,芯片
ZigBee_RX,芯片
ZigBee_CLK,芯片
ZigBee_DATA,芯片
NFC_TX,芯片
NFC_RX,芯片
NFC_CLK,芯片
NFC_DATA,芯片
USB3_TERM,电阻
HDMI2_0_TERM,电阻
MIPI_DSI_TERM,电阻
MIPI_CSI_TERM,电阻
I2S_24BIT_TERM,电阻
SDIO_4BIT_TERM,电阻
SDIO_8BIT_TERM,电阻
WiFi_2_4G_TERM,电阻
WiFi_5G_TERM,电阻
BT_5_0_TERM,电阻
ZigBee_TERM,电阻
NFC_TERM,电阻
USB3_WAKE,芯片
HDMI2_0_WAKE,芯片
MIPI_DSI_WAKE,芯片
MIPI_CSI_WAKE,芯片
I2S_24BIT_WAKE,芯片
SDIO_4BIT_WAKE,芯片
SDIO_8BIT_WAKE,芯片
WiFi_2_4G_WAKE,芯片
WiFi_5G_WAKE,芯片
BT_5_0_WAKE,芯片
ZigBee_WAKE,芯片
NFC_WAKE,芯片
USB3_ERR,芯片
HDMI2_0_ERR,芯片
MIPI_DSI_ERR,芯片
MIPI_CSI_ERR,芯片
I2S_24BIT_ERR,芯片
SDIO_4BIT_ERR,芯片
SDIO_8BIT_ERR,芯片
WiFi_2_4G_ERR,芯片
WiFi_5G_ERR,芯片
BT_5_0_ERR,芯片
ZigBee_ERR,芯片
NFC_ERR,芯片
# 四、电阻类元件引脚/标识（75条）
R_VCC_DIV_10K,电阻
R_GND_DIV_22K,电阻
R_PULLUP_I2C_4_7K,电阻
R_PULLDOWN_SPI_10K,电阻
R_TERM_CAN_120R,电阻
R_TERM_RS485_120R,电阻
R_LOAD_LED_330R,电阻
R_CURRENT_LIMIT_1K,电阻
R_VOLTAGE_DIV_TOP_100K,电阻
R_VOLTAGE_DIV_BOTTOM_22K,电阻
R_PULLUP_UART_10K,电阻
R_PULLDOWN_I2C_4_7K,电阻
R_TERM_ETH_50R,电阻
R_LOAD_MOTOR_100R,电阻
R_CURRENT_LIMIT_2K2,电阻
R_VCC_DIV_15K,电阻
R_GND_DIV_33K,电阻
R_PULLUP_SPI_4_7K,电阻
R_PULLDOWN_UART_10K,电阻
R_TERM_HDMI_50R,电阻
R_LOAD_SENSOR_220R,电阻
R_CURRENT_LIMIT_3K3,电阻
R_VCC_DIV_22K,电阻
R_GND_DIV_47K,电阻
R_PULLUP_CAN_10K,电阻
R_PULLDOWN_SPI_4_7K,电阻
R_TERM_USB_45R,电阻
R_LOAD_BUZZER_1K5,电阻
R_CURRENT_LIMIT_4K7,电阻
R_VCC_DIV_33K,电阻
R_GND_DIV_68K,电阻
R_PULLUP_I2C_10K,电阻
R_PULLDOWN_I2C_10K,电阻
R_TERM_LIN_1K,电阻
R_LOAD_RELAY_220R,电阻
R_CURRENT_LIMIT_5K6,电阻
R_VCC_DIV_47K,电阻
R_GND_DIV_82K,电阻
R_PULLUP_UART_4_7K,电阻
R_PULLDOWN_UART_4_7K,电阻
R_TERM_MOST_100R,电阻
R_LOAD_LED_220R,电阻
R_CURRENT_LIMIT_6K8,电阻
R_VCC_DIV_68K,电阻
R_GND_DIV_100K,电阻
R_PULLUP_SPI_10K,电阻
R_PULLDOWN_SPI_10K,电阻
R_TERM_PROFIBUS_150R,电阻
R_LOAD_MOTOR_220R,电阻
R_CURRENT_LIMIT_8K2,电阻
R_VCC_DIV_82K,电阻
R_GND_DIV_120K,电阻
R_PULLUP_CAN_4_7K,电阻
R_PULLDOWN_CAN_4_7K,电阻
R_TERM_DEVICE_NET_120R,电阻
R_LOAD_SENSOR_330R,电阻
R_CURRENT_LIMIT_9K1,电阻
R_VCC_DIV_100K,电阻
R_GND_DIV_150K,电阻
R_PULLUP_I2C_22K,电阻
R_PULLDOWN_I2C_22K,电阻
R_TERM_HART_250R,电阻
R_LOAD_BUZZER_2K2,电阻
R_CURRENT_LIMIT_10K,电阻
R_VCC_DIV_120K,电阻
R_GND_DIV_180K,电阻
R_PULLUP_UART_22K,电阻
R_PULLDOWN_UART_22K,电阻
R_TERM_4_20MA_250R,电阻
R_LOAD_RELAY_330R,电阻
R_CURRENT_LIMIT_12K,电阻
R_VCC_DIV_150K,电阻
R_GND_DIV_220K,电阻
R_PULLUP_SPI_22K,电阻
R_PULLDOWN_SPI_22K,电阻
R_TERM_ZIGBEE_50R,电阻
R_LOAD_LED_1K,电阻
R_CURRENT_LIMIT_15K,电阻
R_VCC_DIV_180K,电阻
R_GND_DIV_270K,电阻
R_PULLUP_CAN_22K,电阻
R_PULLDOWN_CAN_22K,电阻
# 五、电容类元件引脚/标识（75条）
C_FILTER_VCC_10UF,电容
C_FILTER_GND_100NF,电容
C_DECOUPLE_IC_1UF,电容
C_CERAMIC_SPI_0_1UF,电容
C_ELECTROLYTIC_USB_220UF,电容
C_FILTER_I2C_10NF,电容
C_DECOUPLE_MCU_0_01UF,电容
C_CERAMIC_CAN_100PF,电容
C_ELECTROLYTIC_VCC_470UF,电容
C_FILTER_UART_1NF,电容
C_DECOUPLE_SENSOR_10UF,电容
C_CERAMIC_ETH_10NF,电容
C_ELECTROLYTIC_GND_100UF,电容
C_FILTER_SPI_100NF,电容
C_DECOUPLE_LED_22UF,电容
C_CERAMIC_HDMI_1NF,电容
C_ELECTROLYTIC_5V_680UF,电容
C_FILTER_CAN_10NF,电容
C_DECOUPLE_USB_1UF,电容
C_CERAMIC_LIN_100PF,电容
C_ELECTROLYTIC_12V_1000UF,电容
C_FILTER_LIN_1NF,电容
C_DECOUPLE_MOTOR_47UF,电容
C_CERAMIC_MOST_10NF,电容
C_ELECTROLYTIC_3_3V_220UF,电容
C_FILTER_MOST_1NF,电容
C_DECOUPLE_RELAY_10UF,电容
C_CERAMIC_PROFIBUS_100PF,电容
C_ELECTROLYTIC_9V_330UF,电容
C_FILTER_PROFIBUS_10NF,电容
C_DECOUPLE_BUZZER_22UF,电容
C_CERAMIC_DEVICE_NET_10NF,电容
C_ELECTROLYTIC_18V_470UF,电容
C_FILTER_DEVICE_NET_1NF,电容
C_DECOUPLE_SENSOR_22UF,电容
C_CERAMIC_HART_100PF,电容
C_ELECTROLYTIC_24V_680UF,电容
C_FILTER_HART_10NF,电容
C_DECOUPLE_LED_47UF,电容
C_CERAMIC_4_20MA_10NF,电容
C_ELECTROLYTIC_5V_100UF,电容
C_FILTER_4_20MA_1NF,电容
C_DECOUPLE_MCU_1UF,电容
C_CERAMIC_ZIGBEE_100PF,电容
C_ELECTROLYTIC_12V_220UF,电容
C_FILTER_ZIGBEE_10NF,电容
C_DECOUPLE_IC_22UF,电容
C_CERAMIC_WIFI_10NF,电容
C_ELECTROLYTIC_3_3V_470UF,电容
C_FILTER_WIFI_1NF,电容
C_DECOUPLE_SPI_10UF,电容
C_CERAMIC_BT_100PF,电容
C_ELECTROLYTIC_9V_470UF,电容
C_FILTER_BT_10NF,电容
C_DECOUPLE_I2C_22UF,电容
C_CERAMIC_NFC_10NF,电容
C_ELECTROLYTIC_18V_680UF,电容
C_FILTER_NFC_1NF,电容
C_DECOUPLE_UART_10UF,电容
C_CERAMIC_MIPI_100PF,电容
C_ELECTROLYTIC_24V_1000UF,电容
C_FILTER_MIPI_10NF,电容
C_DECOUPLE_CAN_22UF,电容
C_CERAMIC_HDMI2_0_10NF,电容
C_ELECTROLYTIC_5V_330UF,电容
C_FILTER_HDMI2_0_1NF,电容
C_DECOUPLE_LIN_10UF,电容
C_CERAMIC_SDIO_100PF,电容
C_ELECTROLYTIC_12V_470UF,电容
C_FILTER_SDIO_10NF,电容
C_DECOUPLE_MOST_22UF,电容
C_CERAMIC_I2S_10NF,电容
C_ELECTROLYTIC_3_3V_680UF,电容
C_FILTER_I2S_1NF,电容
C_DECOUPLE_PROFIBUS_10UF,电容
C_CERAMIC_ETHERNETIP_100PF,电容
C_ELECTROLYTIC_9V_680UF,电容
C_FILTER_ETHERNETIP_10NF,电容
C_DECOUPLE_DEVICE_NET_22UF,电容
# 六、电感/电机/二极管/压敏电阻类（75条）
L_FILTER_VCC_10UH,电感
L_FILTER_GND_22UH,电感
L_POWER_USB_47UH,电感
L_FILTER_SPI_100UH,电感
L_POWER_MCU_68UH,电感
L_FILTER_I2C_15UH,电感
L_POWER_LED_33UH,电感
L_FILTER_CAN_82UH,电感
L_POWER_SENSOR_56UH,电感
L_FILTER_UART_27UH,电感
L_POWER_MOTOR_100UH,电感
L_FILTER_ETH_47UH,电感
L_POWER_RELAY_68UH,电感
L_FILTER_HDMI_33UH,电感
L_POWER_BUZZER_82UH,电感
L_FILTER_LIN_22UH,电感
L_POWER_WIFI_56UH,电感
L_FILTER_MOST_10UH,电感
L_POWER_BT_47UH,电感
L_FILTER_PROFIBUS_68UH,电感
L_POWER_ZIGBEE_33UH,电感
L_FILTER_DEVICE_NET_82UH,电感
L_POWER_NFC_22UH,电感
L_FILTER_HART_10UH,电感
L_POWER_4_20MA_47UH,电感
L_FILTER_ETHERNETIP_68UH,电感
L_POWER_MIPI_33UH,电感
L_FILTER_SDIO_82UH,电感
L_POWER_I2S_22UH,电感
L_FILTER_MODBUS_10UH,电感
MOTOR_IN1_PWM,电机
MOTOR_IN2_PWM,电机
MOTOR_EN_PWM,电机
MOTOR_SPEED_FB,电机
MOTOR_DIR_CTRL,电机
MOTOR_CURRENT_FB,电机
MOTOR_BRAKE_CTRL,电机
MOTOR_STALL_DET,电机
MOTOR_TEMP_FB,电机
MOTOR_POWER_EN,电机
D_CLAMP_USB_5V,二极管
D_CLAMP_CAN_3_3V,二极管
D_LED_DRIVER_RED,二极管
D_LED_DRIVER_GREEN,二极管
D_LED_DRIVER_BLUE,二极管
D_FLYBACK_MOTOR,二极管
D_RECTIFIER_12V,二极管
D_CLAMP_RS485_5V,二极管
D_ESD_ETH,二极管
D_ESD_HDMI,二极管
D_CLAMP_LIN_12V,二极管
D_ESD_WIFI,二极管
D_ESD_BT,二极管
D_CLAMP_PROFIBUS_5V,二极管
D_ESD_ZIGBEE,二极管
D_CLAMP_DEVICE_NET_5V,二极管
D_ESD_NFC,二极管
D_CLAMP_HART_5V,二极管
D_ESD_4_20MA,二极管
D_CLAMP_ETHERNETIP_5V,二极管
D_ESD_MIPI,二极管
D_CLAMP_SDIO_3_3V,二极管
D_ESD_I2S,二极管
D_CLAMP_MODBUS_5V,二极管
TVS_USB_6V8,压敏电阻
TVS_CAN_5V,压敏电阻
TVS_RS485_12V,压敏电阻
TVS_ETH_8V2,压敏电阻
TVS_HDMI_6V8,压敏电阻
TVS_LIN_15V,压敏电阻
TVS_WIFI_6V8,压敏电阻
TVS_BT_6V8,压敏电阻
TVS_PROFIBUS_12V,压敏电阻
TVS_ZIGBEE_6V8,压敏电阻
TVS_DEVICE_NET_12V,压敏电阻
TVS_NFC_6V8,压敏电阻
TVS_HART_12V,压敏电阻
TVS_4_20MA_12V,压敏电阻
TVS_ETHERNETIP_8V2,压敏电阻
TVS_MIPI_6V8,压敏电阻
TVS_SDIO_6V8,压敏电阻
# 七、接地与特殊功能引脚（75条）
GND_ANALOG_ANA,接地
GND_DIGITAL_DIG,接地
GND_POWER_PWR,接地
GND_SIGNAL_SIG,接地
GND_USB,接地
GND_CAN,接地
GND_SPI,接地
GND_I2C,接地
GND_UART,接地
GND_ETH,接地
GND_HDMI,接地
GND_LIN,接地
GND_WIFI,接地
GND_BT,接地
GND_ZIGBEE,接地
GND_NFC,接地
GND_MIPI,接地
GND_SDIO,接地
GND_I2S,接地
GND_MODBUS,接地
GND_PROFINET,接地
GND_ETHERNETIP,接地
GND_CANopen,接地
GND_DeviceNet,接地
GND_Profibus,接地
GND_HART,接地
GND_4_20MA,接地
GND_RS485,接地
GND_RS422,接地
GND_RS232,接地
GND_ASCII,接地
GND_OBD2,接地
GND_ISO9141,接地
GND_KWP2000,接地
GND_MOST,接地
THERMAL_SENSE_MCU,芯片
TEMP_SENSOR_POWER,芯片
BATTERY_DETECT_12V,芯片
VOLTAGE_MONITOR_3_3V,芯片
CURRENT_SENSE_MOTOR,芯片
POWER_MONITOR_5V,芯片
WAKE_ON_LAN_ETH,芯片
WAKE_ON_USB_HOST,芯片
WAKE_ON_UART_1,芯片
WAKE_ON_GPIO_A0,芯片
SLEEP_MODE_CTRL,芯片
STANDBY_MODE_CTRL,芯片
POWER_SAVE_EN,芯片
RESET_REQUEST_MCU,芯片
BOOT_MODE_SEL0,芯片
BOOT_MODE_SEL1,芯片
BOOT_MODE_SEL2,芯片
FLASH_CS_B,芯片
